CASE,REF,DV01_01,DV01_02,DV01_03,DV01_04,DV01_05,DV01_06,DV01_07,DV01_08,DV01_09,DV01_10,DV01_11,DV01_12,DV01_13,DV01_14,DV02_01,DV02_02,DV02_03,DV02_04,DV02_05,DV02_06,DV03_01,DV04_01,DV04_02,DV04_03,DV04_04,DV04_05,DV04_06,DV04_07,DV04_08,DV04_09,DV04_10,DV04_11,DV04_12,MV01_01,MV01_02,MV01_03,MV01_04,MV01_05,MV01_06,MV01_07,MV01_08,MV01_09,MV01_10,MV01_11,MV01_12,MV01_13,MV01_14,occupational_status,academic_discipline,IV01_CP,condition,CV01_01,CV01_02,CV01_03,CV01_04,CV01_05,CV01_06,CV01_07,CV01_08,CV01_09,CV01_10,CV02_01,CV02_02,CV02_03,CV02_04,CV02_05,PES_exp,CV03_01,CV03_02,CV03_03,CV03_04,CV03_05,CV03_06,CV03_07,CV03_08,CV03_09,CV03_10,CV03_11,CV03_12,CV03_13,CV03_14,CV03_15,CV04,CV04_01,CV04_02,CV04_03,CV04_04,CV05,veganism,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME,longstring,expertise,integritybenevolence,METI,credibility,eval,att,neutr,PES_freq
429,vpp,4,5,4,3,5,5,5,5,3,3,3,4,5,4,4,2,5,2,3,3,3,4,4,5,4,3,3,4,4,2,1,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,university student,social_sciences,86,not affected,5,5,5,5,5,6,6,3,6,6,3,2,3,3,4,4,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,1,2,vegan,33,5,29,79,26,NA,48,57,61,65,12,70,15,105,26,462,14,4.333333333333333,4,4.142857142857143,3.142857142857143,3.6666666666666665,6,5,3
431,vpp,5,5,5,3,3,3,5,5,4,5,4,5,5,5,4,4,3,2,2,4,5,3,2,3,4,4,2,4,5,4,4,3,3,4,3,3,5,5,4,5,3,4,4,4,4,5,5,working_with_degree,social_sciences,87,not affected,5,4,5,4,4,5,4,3,4,4,4,4,4,4,4,5,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,not vegan,40,6,40,87,37,NA,75,53,69,72,13,52,15,132,32,513,7,4,4.75,4.428571428571429,3.4285714285714284,3.4166666666666665,4.142857142857143,4.5,4
436,vpp,5,5,5,6,5,5,6,5,3,3,4,5,5,5,4,5,5,4,1,5,5,4,4,5,5,5,4,4,5,5,4,3,5,4,2,2,5,2,2,2,4,2,2,3,2,2,2,working_without_degree,NA,88,not affected,3,3,3,3,4,5,3,5,2,5,3,3,3,3,3,3,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,not vegan,8,6,3,91,76,18,83,68,72,72,15,33,19,91,38,550,5,5.166666666666667,4.5,4.785714285714286,4.142857142857143,4.416666666666667,2.5714285714285716,3,3
439,vpp,5,5,5,5,4,5,6,6,5,6,6,6,6,6,5,4,6,4,3,5,5,4,3,5,6,5,3,5,3,5,3,4,2,6,6,6,6,4,5,5,6,4,6,6,4,5,6,working_with_degree,life_sciences,90,not affected,5,4,4,4,4,6,6,1,4,4,4,3,2,4,4,5,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,not vegan,44,7,19,77,33,NA,54,68,76,95,12,63,17,127,36,514,5,4.833333333333333,5.875,5.428571428571429,4.571428571428571,4,5.357142857142857,4.25,3.4
440,vpp,4,5,5,3,5,4,4,4,4,4,5,4,4,3,2,1,2,1,1,2,2,4,5,6,5,3,5,6,5,5,6,5,4,2,1,2,2,1,2,1,1,1,2,1,1,1,3,working_with_degree,social_sciences,90,affected,5,4,5,5,4,6,6,4,6,5,4,5,4,4,4,3,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,not vegan,7,5,10,58,19,NA,43,33,40,56,7,273,11,90,46,550,6,4.333333333333333,4,4.142857142857143,1.5714285714285714,4.916666666666667,1.5,4.75,4.2
442,vpp,4,2,4,2,4,3,3,3,3,4,3,3,3,2,2,1,2,1,1,1,2,5,3,6,6,6,5,6,5,5,4,4,5,3,1,1,1,2,1,1,1,1,1,3,1,1,1,not_working_with_degree,humanities,91,affected,3,3,4,3,4,4,4,4,4,3,4,4,5,4,5,8,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,6,6,7,44,31,NA,54,56,77,83,12,20,15,140,35,399,5,3.1666666666666665,3,3.0714285714285716,1.4285714285714286,5,1.3571428571428572,3.25,4.4
444,vpp,3,3,5,3,3,3,2,3,1,3,3,1,4,3,1,1,1,6,1,1,2,3,6,3,6,6,6,6,6,6,6,6,6,1,4,3,4,3,1,6,4,3,1,3,3,1,1,not_working_without_degree,NA,92,affected,6,3,3,6,1,3,3,6,3,6,4,4,4,4,4,4,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,12,6,5,72,37,NA,115,85,81,108,15,108,15,185,26,641,9,3.3333333333333335,2.5,2.857142857142857,1.8571428571428572,5.5,2.7142857142857144,4.5,4
447,vpp,4,4,5,2,6,4,6,6,5,5,3,5,2,5,5,5,5,1,4,5,5,1,5,4,1,4,2,5,5,5,1,1,1,6,6,2,6,1,1,2,6,2,2,5,2,5,3,university student,natural_sciences,93,affected,4,4,3,5,5,6,5,2,6,2,4,2,1,5,4,8,1,2,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,not vegan,45,5,17,75,22,NA,115,71,119,117,12,99,8,169,32,655,5,4.166666666666667,4.625,4.428571428571429,4.285714285714286,2.9166666666666665,3.5,4,3.2
450,vpp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,6,6,1,1,1,1,3,2,2,4,2,1,1,3,4,1,2,2,1,1,2,3,3,1,2,1,1,1,working_without_degree,NA,94,not affected,5,3,3,3,3,5,5,2,5,4,4,2,4,5,4,9,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,not vegan,14,4,2,29,21,NA,20,28,47,59,10,31,13,97,5,260,17,6,6,6,5.428571428571429,1.8333333333333333,1.7857142857142858,3.5,3.8
451,vpp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,5,1,1,3,1,2,2,1,1,3,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,working_without_degree,NA,94,affected,4,4,2,4,3,5,6,3,5,5,4,1,4,5,3,3,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,vegan,7,6,12,58,22,27,37,59,68,73,12,78,14,88,13,460,14,6,6,6,5.285714285714286,1.5,6,3.5,3.4
456,vpp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,1,5,6,6,1,2,1,1,5,3,5,4,3,1,1,1,4,3,2,5,2,1,3,2,2,2,4,1,2,1,working_with_degree,social_sciences,95,not affected,6,6,6,6,5,6,6,5,5,5,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,not vegan,14,5,16,35,22,NA,67,44,61,67,12,167,15,85,30,506,15,6,6,6,5,2.3333333333333335,2.4285714285714284,6,2.8
458,vpp,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,3,5,4,5,4,5,3,3,3,3,3,2,3,3,2,2,3,3,4,4,4,4,5,3,4,4,3,4,4,2,4,4,working_with_degree,engineering_sciences,96,affected,5,4,4,4,4,5,5,3,5,4,4,2,4,3,3,6,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,not vegan,15,5,26,62,21,NA,24,26,46,64,8,128,12,92,6,417,5,4.833333333333333,4.75,4.785714285714286,4.428571428571429,2.75,3.7857142857142856,4.25,3.2
460,vpp,6,6,6,6,6,6,6,6,4,6,6,6,6,4,4,3,2,3,5,4,5,1,1,3,2,5,3,4,5,4,2,1,2,6,5,6,5,6,4,5,6,5,6,6,1,5,5,working_with_degree,engineering_sciences,97,affected,5,5,6,5,4,6,6,4,6,6,4,2,4,4,3,7,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,not vegan,40,9,5,52,31,NA,76,115,119,121,16,104,15,198,50,654,8,6,5.5,5.714285714285714,3.7142857142857144,2.75,5.071428571428571,5.25,3.4
461,vpp,5,4,6,5,4,4,5,6,5,6,5,5,5,5,5,5,5,1,1,5,5,2,4,5,4,5,4,6,6,4,4,4,4,3,2,2,6,2,2,6,5,2,1,2,1,2,1,working_without_degree,NA,97,not affected,3,3,3,3,3,4,5,4,4,5,4,4,4,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,16,7,5,35,78,119,73,56,118,98,14,80,12,152,27,688,13,4.666666666666667,5.25,5,3.857142857142857,4.333333333333333,2.642857142857143,3,3.6
463,vpp,5,6,6,5,6,6,6,4,4,5,4,4,5,4,5,4,6,3,4,5,4,3,5,2,2,5,3,3,2,2,1,3,1,6,4,2,5,6,1,5,6,6,4,2,1,1,5,working_with_degree,social_sciences,98,affected,5,4,5,5,3,5,6,3,5,4,4,3,4,4,3,6,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,12,5,4,39,21,NA,41,39,71,82,8,73,12,107,12,390,4,5.666666666666667,4.5,5,4.428571428571429,2.6666666666666665,3.857142857142857,4.75,3.6
465,vpp,6,6,6,5,5,6,6,5,6,5,5,5,6,5,5,3,6,3,5,6,5,2,2,3,3,4,3,3,2,2,1,3,2,3,3,3,3,3,3,5,3,3,3,4,3,2,4,not_working_with_degree,other,99,not affected,4,4,4,4,4,5,5,4,5,4,3,3,4,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,35,11,11,48,47,23,41,62,91,209,19,45,27,155,58,623,13,5.666666666666667,5.375,5.5,4.714285714285714,2.5,3.2142857142857144,4,3.2
466,vpp,6,6,6,6,6,6,5,6,6,6,4,6,6,4,4,2,3,2,1,5,4,4,6,5,5,6,4,6,5,6,5,5,5,3,1,2,1,1,1,2,2,1,1,2,1,1,1,working_without_degree,NA,99,affected,4,3,6,4,4,6,5,1,6,4,3,2,2,3,3,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,24,5,24,72,38,58,60,95,73,69,16,134,10,162,11,649,6,6,5.375,5.642857142857143,3,5.166666666666667,1.4285714285714286,4.25,2.6
468,vpp,3,4,4,3,4,4,4,5,4,4,4,4,4,4,3,3,3,3,3,3,3,1,4,3,3,5,4,4,3,3,3,3,3,4,5,3,5,4,2,5,6,5,5,4,6,6,6,working_with_degree,social_sciences,100,not affected,4,4,3,4,4,5,6,4,4,4,3,4,4,3,3,6,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,not vegan,36,10,18,97,30,NA,113,66,103,79,13,44,15,155,20,578,7,3.6666666666666665,4.125,3.9285714285714284,3,3.25,4.714285714285714,3.75,3.4
469,vpp,5,5,6,5,4,5,5,4,4,4,4,4,4,5,4,3,4,4,5,4,5,3,2,4,4,2,2,2,4,2,1,3,1,6,6,6,6,6,5,6,6,6,5,6,4,6,6,working_with_degree,social_sciences,101,affected,2,3,3,3,4,4,5,4,4,5,5,4,3,3,4,5,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,52,11,31,105,48,16,85,95,150,151,12,40,39,1172,73,772,6,5,4.25,4.571428571428571,4.142857142857143,2.5,5.714285714285714,2.75,3.8
470,vpp,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,5,3,5,3,1,3,2,5,2,2,2,1,1,2,2,6,6,5,5,6,5,5,6,6,6,6,6,6,6,university student,life_sciences,101,not affected,4,3,3,4,5,6,6,4,6,5,4,5,4,2,3,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,not vegan,10,4,11,41,17,11,18,26,45,46,6,33,9,94,10,263,15,6,6,6,4.571428571428571,2.1666666666666665,5.714285714285714,3.5,3.6
471,vpp,5,5,5,5,4,6,6,5,4,4,4,4,5,5,5,3,5,4,5,4,5,3,3,4,3,3,3,3,3,4,3,3,2,6,4,4,4,6,3,5,5,5,4,5,4,4,6,university student,natural_sciences,102,not affected,5,5,4,5,4,5,6,3,6,4,3,2,3,4,5,10,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,not vegan,16,15,29,51,25,NA,45,41,60,63,9,69,12,88,22,404,5,5,4.625,4.785714285714286,4.428571428571429,3.0833333333333335,4.642857142857143,4.75,3.4
473,vpp,5,3,5,5,3,5,5,5,4,4,4,4,5,4,3,3,3,1,1,3,3,3,4,4,5,5,4,5,5,5,5,2,2,4,3,3,5,3,2,3,5,3,3,4,1,2,3,working_with_degree,humanities,103,affected,5,5,5,5,4,6,6,3,5,5,5,3,4,3,4,5,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,not vegan,29,7,25,142,22,NA,85,68,106,97,9,142,22,146,17,718,8,4.333333333333333,4.375,4.357142857142857,2.4285714285714284,4.083333333333333,3.142857142857143,5,3.8
479,vpp,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,4,2,6,5,2,2,2,1,1,2,3,1,4,2,1,5,4,3,4,6,5,4,4,6,5,2,5,2,6,4,working_without_degree,NA,104,not affected,5,5,5,5,4,5,5,3,5,5,3,4,4,2,3,3,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,not vegan,6,12,6,60,31,NA,27,52,67,109,7,77,14,82,13,450,15,5,5,5,4.857142857142857,2.1666666666666665,4.285714285714286,5,3.2
481,vpp,4,5,4,5,2,5,4,4,4,4,4,5,5,5,4,3,4,4,4,3,4,2,3,2,3,3,3,3,3,3,3,3,2,4,3,5,4,3,3,4,4,3,3,4,2,4,4,working_with_degree,social_sciences,104,affected,5,3,5,5,4,5,5,3,5,6,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,5,6,16,71,38,6,71,60,73,89,15,67,15,118,16,521,14,4.166666666666667,4.375,4.285714285714286,3.7142857142857144,2.75,3.5714285714285716,4.5,2
484,vpp,3,2,3,3,4,3,2,4,3,3,4,4,4,3,2,2,3,1,1,3,2,4,5,5,5,6,5,6,4,5,5,5,4,4,3,3,4,4,1,4,3,4,1,4,1,3,4,not_working_without_degree,NA,105,affected,5,5,4,5,4,4,6,3,5,5,3,1,2,3,3,4,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,not vegan,8,7,6,72,26,NA,71,34,57,60,8,53,12,76,12,399,4,3,3.375,3.2142857142857144,2,4.916666666666667,3.0714285714285716,4.75,2.4
485,vpp,4,5,5,5,4,4,5,5,5,5,4,5,5,4,3,4,5,1,2,4,4,1,3,2,4,4,3,6,5,4,5,3,3,3,2,1,3,4,1,1,4,2,3,3,3,2,3,working_with_degree,social_sciences,105,not affected,4,4,6,4,4,6,6,4,5,6,3,2,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,28,10,23,46,40,12,56,51,77,91,15,34,18,94,30,463,13,4.5,4.75,4.642857142857143,3.2857142857142856,3.5833333333333335,2.5,4.5,2.6
487,vpp,6,6,5,5,4,5,6,5,5,4,6,6,6,4,5,5,6,4,6,6,5,1,2,2,1,2,3,2,1,2,2,1,1,6,6,6,6,5,6,6,6,6,5,6,5,5,5,working_without_degree,NA,106,affected,5,3,4,5,4,5,5,3,5,5,4,2,3,3,4,5,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,66,15,51,123,100,NA,120,138,177,156,30,90,19,227,59,1004,4,5.166666666666667,5.25,5.214285714285714,5.285714285714286,1.6666666666666667,5.642857142857143,4.25,3.2
488,vpp,5,5,5,4,3,4,5,5,5,5,5,5,5,5,4,4,5,4,4,3,4,4,6,5,5,5,4,3,5,4,5,5,5,4,1,4,3,2,1,3,4,5,4,4,1,5,2,working_without_degree,NA,107,not affected,4,3,3,4,3,4,5,6,4,3,4,4,2,3,4,7,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,not vegan,39,9,24,52,33,11,50,52,74,84,11,23,17,111,26,431,8,4.333333333333333,5,4.714285714285714,4,4.666666666666667,3.0714285714285716,3.5,3.4
489,vpp,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,2,5,4,5,4,4,2,3,2,2,2,3,3,2,3,2,2,2,4,4,5,5,4,4,5,5,5,3,5,2,5,5,working_without_degree,NA,107,affected,4,5,4,4,4,5,5,3,5,4,3,3,4,3,4,6,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,not vegan,35,5,31,46,29,NA,53,56,80,71,17,172,13,115,35,568,6,4.833333333333333,4.875,4.857142857142857,4,2.3333333333333335,4.357142857142857,4.25,3.4
490,vpp,4,4,6,4,2,4,6,6,4,4,6,4,5,5,4,5,5,2,4,4,4,3,4,4,4,5,4,2,4,5,2,3,2,4,4,3,6,5,3,5,4,4,3,4,2,4,6,working_with_degree,natural_sciences,108,affected,4,4,5,5,4,5,5,3,5,4,5,4,3,5,4,8,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,not vegan,3,4,2,26,17,NA,71,58,78,69,6,285,15,113,13,627,4,4,5,4.571428571428571,4,3.5,4.071428571428571,4.5,4.2
495,vpp,5,5,5,5,4,5,5,4,5,4,4,4,5,5,4,3,5,3,3,5,3,2,3,3,3,3,2,3,5,3,3,2,2,3,3,3,4,5,2,3,4,3,2,4,2,2,2,working_with_degree,social_sciences,109,not affected,5,3,4,5,4,5,6,4,5,5,3,3,3,2,4,6,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,not vegan,26,7,21,34,29,NA,56,41,65,68,9,22,14,254,31,359,4,4.833333333333333,4.5,4.642857142857143,3.7142857142857144,2.8333333333333335,3,4.25,3
498,vpp,6,6,4,6,4,6,4,4,4,5,4,4,5,4,4,3,3,1,1,2,4,2,6,5,3,4,5,5,5,5,3,4,3,4,4,3,3,4,1,5,3,1,4,6,1,3,1,working_without_degree,NA,110,not affected,2,2,2,4,4,6,6,6,6,6,4,2,4,4,4,5,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,54,13,21,65,48,NA,74,60,71,82,10,84,17,101,13,532,6,5.333333333333333,4.25,4.714285714285714,2.5714285714285716,4.166666666666667,3.0714285714285716,2.5,3.6
500,vpp,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,3,3,5,5,2,3,3,4,3,4,4,2,2,2,3,2,4,4,4,5,4,1,5,5,4,2,5,1,4,5,working_without_degree,NA,111,affected,4,3,4,4,4,5,6,3,5,5,4,4,4,3,3,4,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,not vegan,5,4,3,81,61,NA,49,55,96,110,17,141,16,165,4,629,8,5,4.875,4.928571428571429,4,2.8333333333333335,3.7857142857142856,3.75,3.6
503,vpp,4,5,4,5,4,5,6,5,4,4,5,4,5,4,4,5,4,2,4,5,4,1,4,2,1,2,2,2,2,5,5,2,2,5,4,2,6,5,2,3,4,3,2,4,1,3,6,working_with_degree,engineering_sciences,113,not affected,5,6,4,6,2,5,6,3,5,5,4,1,3,4,4,4,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,not vegan,35,6,23,61,27,NA,49,59,77,85,10,80,16,120,24,487,4,4.5,4.625,4.571428571428571,4,2.5,3.5714285714285716,5.25,3.2
505,vpp,5,5,5,5,4,5,5,6,5,5,5,5,5,5,4,4,5,3,2,5,5,2,2,5,4,3,4,3,3,5,3,3,4,6,3,3,5,4,3,5,5,4,5,5,2,2,3,university student,social_sciences,114,affected,5,5,5,5,4,5,6,3,5,5,3,3,2,4,4,9,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,not vegan,3,3,22,53,23,NA,36,283,86,57,7,35,8,94,8,610,6,4.833333333333333,5.125,5,4,3.4166666666666665,3.9285714285714284,5,3.2
506,vpp,6,6,6,4,6,6,5,5,4,5,5,5,5,4,5,5,5,2,1,5,4,1,3,5,5,1,3,4,4,5,1,1,2,5,3,1,6,5,5,1,3,4,3,2,4,1,6,university student,humanities,114,not affected,4,6,6,6,6,5,6,5,6,6,3,2,3,3,3,7,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,not vegan,4,5,35,58,33,22,37,32,81,63,12,144,17,80,26,534,4,5.666666666666667,4.75,5.142857142857143,3.857142857142857,2.9166666666666665,3.5,5.5,2.8
508,vpp,6,6,6,6,6,5,6,6,4,4,6,6,6,6,4,4,4,4,3,4,4,3,4,3,3,3,4,4,3,4,3,3,3,4,4,3,3,4,4,4,4,3,4,4,3,3,3,working_with_degree,other,115,affected,5,6,5,5,5,6,6,2,5,5,4,4,4,4,3,5,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,not vegan,17,12,13,63,33,NA,40,52,90,92,13,83,36,122,32,515,5,5.833333333333333,5.5,5.642857142857143,3.857142857142857,3.3333333333333335,3.5714285714285716,5.25,3.8
509,vpp,5,5,5,6,5,6,6,6,6,6,4,5,6,6,4,5,6,3,1,6,4,3,3,5,2,4,5,5,5,5,5,4,4,4,4,5,6,4,2,6,3,4,2,4,2,6,3,working_with_degree,social_sciences,115,not affected,6,4,2,3,2,5,6,2,6,3,3,1,3,2,3,4,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,18,4,37,45,25,NA,33,29,46,63,10,27,11,127,9,326,6,5.333333333333333,5.625,5.5,4.142857142857143,4.166666666666667,3.9285714285714284,3.75,2.4
511,vpp,5,3,4,2,4,2,6,6,5,2,5,3,6,1,2,1,3,3,1,1,5,2,6,4,5,5,5,6,4,6,3,3,3,3,4,3,5,1,2,1,5,1,1,6,1,1,1,working_without_degree,NA,116,affected,1,3,2,4,1,6,6,6,5,6,3,5,2,3,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,not vegan,43,240,66,89,48,NA,109,104,170,139,25,21,32,174,11909,803,9,3.3333333333333335,4.25,3.857142857142857,2.2857142857142856,4.333333333333333,2.5,2.5,3.4
512,vpp,3,5,4,4,4,4,3,3,3,4,3,3,3,4,3,2,2,2,3,2,4,2,3,3,5,5,3,5,5,2,3,4,4,3,4,2,4,2,1,2,2,1,2,5,1,2,2,not_working_with_degree,humanities,116,not affected,6,6,6,6,4,6,6,5,5,6,4,2,4,3,4,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,not vegan,29,15,33,55,47,28,100,73,102,142,15,32,24,144,46,651,5,4,3.25,3.5714285714285716,2.5714285714285716,3.6666666666666665,2.357142857142857,6,3.4
514,vpp,4,4,6,5,5,6,6,6,6,6,5,6,6,5,6,6,6,3,3,6,6,1,2,1,1,2,1,5,2,3,3,2,3,6,5,5,6,6,3,6,6,5,5,5,2,4,4,not_working_with_degree,social_sciences,117,affected,6,6,6,6,4,6,6,2,6,6,4,4,3,4,3,7,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,not vegan,30,35,22,44,32,NA,54,53,82,125,14,135,17,136,45,578,6,5,5.75,5.428571428571429,5.142857142857143,2.1666666666666665,4.857142857142857,6,3.6
515,vpp,6,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,6,2,4,6,5,2,3,3,3,4,4,4,4,5,4,2,4,5,5,5,5,5,5,6,6,5,5,5,4,5,6,not_working_without_degree,NA,118,not affected,5,5,5,5,4,5,5,4,5,5,4,3,4,4,4,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,not vegan,15,5,24,65,47,31,58,62,86,118,12,93,13,118,46,609,7,5,4.875,4.928571428571429,4.714285714285714,3.5,5.142857142857143,5,3.8
518,vpp,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,3,6,1,4,5,3,1,2,4,1,2,3,3,3,2,1,2,2,3,2,2,3,4,1,4,4,2,1,1,1,2,4,working_with_degree,social_sciences,118,affected,4,5,4,5,3,5,5,4,5,4,3,3,3,4,3,6,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,not vegan,19,8,26,47,34,NA,56,59,104,91,10,33,13,141,35,473,9,4.666666666666667,5,4.857142857142857,3.4285714285714284,2.1666666666666665,2.4285714285714284,4.5,3.2
521,vpp,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,5,4,1,6,1,1,1,4,4,1,2,1,2,2,5,4,6,6,5,4,6,6,5,5,5,4,6,6,working_with_degree,humanities,120,affected,4,4,3,4,4,4,4,4,4,5,4,3,4,5,4,11,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,not vegan,507,6,4,39,30,19,50,41,84,108,10,41,13,84,22,439,15,4,4,4,3.857142857142857,2.1666666666666665,5.214285714285714,3.75,4
522,vpp,4,4,5,4,5,5,5,5,4,4,5,5,5,5,3,2,4,2,2,4,3,2,3,5,3,1,3,4,2,1,1,3,4,5,4,4,5,6,3,6,6,5,3,4,3,4,6,working_with_degree,social_sciences,121,affected,4,3,4,4,3,5,5,3,5,4,4,3,3,3,4,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,not vegan,704,6,22,87,25,NA,196,50,77,75,12,99,11,105,32,654,5,4.5,4.75,4.642857142857143,2.857142857142857,2.6666666666666665,4.571428571428571,3.75,3.4
525,vpp,5,6,6,6,5,5,5,5,5,6,5,5,6,6,4,2,3,2,4,4,5,2,4,4,3,5,3,5,3,4,5,3,3,3,2,1,3,4,1,1,2,2,1,3,2,2,3,not_working_with_degree,social_sciences,122,affected,4,2,3,4,3,4,4,5,4,5,5,2,3,4,3,6,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,not vegan,7,6,27,71,32,NA,80,68,117,104,11,93,12,183,26,615,5,5.5,5.375,5.428571428571429,3.4285714285714284,3.6666666666666665,2.142857142857143,3.25,3.4
526,vpp,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,5,1,5,6,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,3,1,4,2,2,1,2,1,3,4,not_working_with_degree,social_sciences,122,not affected,4,4,5,5,4,5,5,4,5,4,4,4,4,4,4,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,2,2,1,2,2,not vegan,13,7,18,21,23,NA,31,38,55,56,12,7,27,114,8,288,8,5,4.75,4.857142857142857,4.285714285714286,2.0833333333333335,2.357142857142857,4.5,4
527,vpp,4,5,5,4,4,5,4,4,4,4,5,5,4,4,5,5,5,2,3,6,5,2,4,2,3,5,3,4,4,4,3,2,2,3,3,5,6,5,2,5,5,3,3,4,1,5,5,working_with_degree,other,123,affected,4,4,4,4,4,5,5,3,5,4,3,1,2,3,3,6,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,not vegan,14,15,15,103,67,NA,89,66,94,120,11,122,16,188,55,703,4,4.5,4.25,4.357142857142857,4.428571428571429,3.1666666666666665,3.9285714285714284,4,2.4
