ppt,life_sat,worthwhile,happy,anxious,relationship,physical_health,mental_wellbeing,financial,work,balance,local,health,gender,age_group,marital,education,employment,occupation
106,5,9,9,0,10,10,10,7,10,9,10,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional
662,8,7,9,5,9,8,9,7,8,8,7,very_good,female,25to44,married,degree,part_time,routine_manual
922,10,10,10,0,10,8,10,10,10,6,7,very_good,female,25to44,married,degree,full_time,managerial_professional
702,7,9,8,0,9,6,7,3,3,9,9,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual
885,8,7,8,0,10,7,9,8,8,7,10,very_good,female,25to44,married,degree,full_time,managerial_professional
386,8,8,9,7,8,9,8,7,7,6,9,good_to_bad,male,55to64,single,no_degree,full_time,managerial_professional
284,10,10,10,0,10,6,10,10,8,8,10,good_to_bad,female,55to64,widowed_divorced_sep,degree,full_time,intermediate
23,8,8,3,7,10,9,10,9,7,6,10,very_good,female,25to44,married,no_degree,full_time,managerial_professional
326,6,8,1,5,8,7,8,6,9,9,7,very_good,male,25to44,married,degree,full_time,managerial_professional
132,8,10,7,7,10,9,10,10,8,8,10,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,part_time,routine_manual
209,8,8,9,0,9,8,9,9,9,7,9,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional
118,6,7,7,3,9,5,8,10,10,7,9,good_to_bad,female,25to44,single,no_degree,full_time,intermediate
764,7,10,8,0,10,6,8,7,7,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional
280,2,2,5,2,6,10,6,4,3,5,8,very_good,male,25to44,single,no_degree,full_time,routine_manual
834,8,9,9,0,6,5,9,5,5,8,7,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual
361,9,9,8,4,10,6,8,8,7,8,9,good_to_bad,female,25to44,married,no_degree,full_time,intermediate
316,8,8,8,1,9,8,8,9,9,9,4,very_good,male,25to44,married,no_degree,full_time,managerial_professional
720,7,7,6,0,8,6,8,6,7,8,8,good_to_bad,male,45to54,single,no_degree,full_time,intermediate
586,8,8,10,10,9,9,8,8,9,10,8,very_good,female,55to64,married,no_degree,part_time,intermediate
498,8,7,7,0,8,9,9,4,5,5,8,very_good,female,25to44,single,degree,part_time,managerial_professional
292,9,9,6,4,8,9,9,5,6,5,6,good_to_bad,female,25to44,single,no_degree,full_time,intermediate
553,7,7,8,3,9,6,8,5,8,8,8,very_good,male,25to44,single,degree,full_time,managerial_professional
410,7,9,10,0,8,7,9,6,9,10,8,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,managerial_professional
807,7,9,9,0,10,10,10,6,8,8,6,very_good,male,25to44,married,no_degree,full_time,routine_manual
770,4,5,1,1,10,3,10,5,4,5,0,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual
469,9,10,9,4,10,7,9,8,9,10,8,good_to_bad,female,25to44,married,no_degree,full_time,intermediate
801,7,8,7,4,10,6,9,7,5,4,7,good_to_bad,female,25to44,single,no_degree,full_time,managerial_professional
298,9,10,9,0,8,7,9,9,7,8,8,good_to_bad,female,45to54,single,no_degree,full_time,routine_manual
489,8,8,8,4,10,5,8,8,8,6,8,good_to_bad,female,25to44,married,no_degree,full_time,intermediate
643,8,8,9,4,9,8,8,5,6,8,8,very_good,male,45to54,married,degree,full_time,managerial_professional
798,4,7,7,1,6,4,3,2,3,2,6,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
234,8,10,8,0,10,8,10,10,9,4,10,good_to_bad,female,16to24,single,no_degree,full_time,intermediate
194,8,8,9,0,8,7,7,6,6,8,9,very_good,female,25to44,married,degree,part_time,managerial_professional
399,8,8,4,7,9,7,8,5,5,6,5,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual
896,9,9,10,0,9,9,9,9,9,9,9,very_good,female,55to64,married,no_degree,full_time,intermediate
756,7,6,6,0,8,8,10,8,6,4,0,good_to_bad,female,45to54,single,no_degree,full_time,managerial_professional
258,7,6,4,2,9,6,9,10,7,2,8,very_good,male,25to44,married,degree,full_time,managerial_professional
503,8,10,10,0,10,8,10,5,8,6,6,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional
660,5,7,7,2,6,5,6,5,6,7,6,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,full_time,routine_manual
664,7,8,7,3,9,7,8,7,6,9,6,good_to_bad,female,25to44,married,degree,part_time,intermediate
99,8,8,7,3,7,8,10,6,8,8,7,good_to_bad,female,25to44,married,degree,full_time,managerial_professional
731,10,7,9,0,10,10,8,7,3,8,10,very_good,male,55to64,married,no_degree,part_time,managerial_professional
733,8,9,8,0,7,7,9,8,8,3,7,good_to_bad,male,25to44,single,degree,full_time,managerial_professional
942,10,10,10,0,7,6,10,10,10,10,10,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual
223,8,8,8,5,10,9,7,9,9,7,7,very_good,male,45to54,married,no_degree,full_time,managerial_professional
411,8,8,10,0,9,7,7,4,7,8,6,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual
861,7,7,8,0,9,6,8,7,7,5,7,very_good,male,45to54,married,no_degree,full_time,managerial_professional
838,7,8,8,1,8,7,8,8,7,6,8,good_to_bad,male,45to54,married,degree,full_time,managerial_professional
583,5,9,8,0,5,10,5,3,5,10,8,very_good,female,25to44,married,no_degree,part_time,routine_manual
421,8,8,7,6,8,5,7,5,3,8,8,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,managerial_professional
4,9,9,8,1,9,6,9,9,8,8,10,good_to_bad,female,25to44,married,degree,part_time,intermediate
768,8,7,8,8,8,5,9,9,9,8,8,good_to_bad,female,25to44,married,degree,part_time,managerial_professional
22,9,9,7,5,9,8,7,8,7,9,9,very_good,male,55to64,married,degree,part_time,managerial_professional
754,10,10,10,0,10,10,10,9,10,10,8,very_good,female,45to54,married,no_degree,part_time,intermediate
522,8,9,9,0,10,8,10,6,10,10,4,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
822,9,9,10,6,10,9,9,9,7,7,6,very_good,female,25to44,single,degree,full_time,managerial_professional
143,10,10,5,8,10,10,10,8,8,7,9,very_good,male,25to44,married,no_degree,full_time,intermediate
630,3,9,9,1,10,4,9,9,5,4,9,good_to_bad,female,55to64,widowed_divorced_sep,degree,full_time,intermediate
120,7,10,8,3,10,5,9,6,8,9,9,very_good,female,25to44,widowed_divorced_sep,degree,part_time,managerial_professional
327,10,10,8,0,10,9,10,10,10,10,7,good_to_bad,female,16to24,married,no_degree,full_time,intermediate
848,7,7,9,7,8,7,5,5,8,8,8,very_good,male,55to64,married,degree,part_time,intermediate
334,8,7,7,4,8,8,8,5,8,9,8,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate
287,10,10,9,3,8,5,8,3,3,9,9,good_to_bad,male,16to24,single,no_degree,part_time,routine_manual
815,8,9,9,1,7,10,10,8,9,8,10,very_good,female,25to44,widowed_divorced_sep,no_degree,full_time,intermediate
628,5,6,7,5,3,7,5,3,6,4,7,good_to_bad,male,45to54,widowed_divorced_sep,degree,full_time,managerial_professional
137,8,9,6,6,9,7,9,9,8,8,8,good_to_bad,female,55to64,widowed_divorced_sep,degree,part_time,intermediate
454,8,5,9,9,10,5,8,10,10,7,10,good_to_bad,female,45to54,married,no_degree,part_time,routine_manual
214,8,10,9,4,10,8,8,5,4,2,6,good_to_bad,male,45to54,married,no_degree,full_time,intermediate
547,9,8,8,2,8,9,9,8,8,6,9,good_to_bad,female,25to44,single,no_degree,full_time,intermediate
69,8,8,3,8,10,8,8,10,6,5,8,good_to_bad,female,45to54,married,degree,full_time,managerial_professional
340,9,8,9,0,9,5,9,9,8,8,8,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional
288,7,8,5,1,9,10,10,8,8,8,9,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual
54,7,3,7,7,10,6,9,7,5,6,8,good_to_bad,female,16to24,married,no_degree,full_time,intermediate
259,7,8,9,0,8,5,9,9,8,6,6,good_to_bad,female,25to44,married,no_degree,full_time,managerial_professional
641,7,8,6,4,9,8,8,7,8,7,7,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,managerial_professional
225,10,10,9,0,10,8,10,7,10,10,7,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual
306,9,8,10,5,9,4,9,9,9,7,7,good_to_bad,female,25to44,married,no_degree,part_time,managerial_professional
33,8,8,8,4,6,8,8,8,7,7,9,good_to_bad,female,45to54,widowed_divorced_sep,degree,part_time,managerial_professional
451,8,9,8,0,10,8,10,7,6,8,6,good_to_bad,male,16to24,single,no_degree,full_time,routine_manual
624,9,9,9,3,9,7,9,7,8,7,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional
293,5,9,9,0,5,9,8,10,10,10,10,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,part_time,routine_manual
166,9,9,10,0,10,8,10,8,8,10,10,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
668,9,9,8,2,9,8,9,8,8,7,7,very_good,male,25to44,married,degree,full_time,managerial_professional
14,9,9,9,0,9,9,8,9,9,9,9,good_to_bad,male,55to64,married,degree,part_time,managerial_professional
94,8,8,8,5,8,6,8,7,6,5,8,very_good,male,45to54,married,degree,full_time,managerial_professional
110,7,8,5,0,9,8,10,7,10,9,9,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
218,8,8,9,8,8,8,10,10,7,5,10,very_good,male,25to44,married,no_degree,full_time,routine_manual
788,6,8,9,0,10,10,10,7,6,8,10,very_good,female,25to44,married,no_degree,part_time,managerial_professional
873,8,9,9,1,10,9,9,9,8,7,8,very_good,female,55to64,widowed_divorced_sep,no_degree,part_time,intermediate
491,10,8,10,0,10,10,10,10,7,10,6,very_good,female,45to54,married,no_degree,full_time,managerial_professional
195,7,6,8,0,10,6,9,6,7,3,7,good_to_bad,male,16to24,single,degree,part_time,routine_manual
226,9,9,7,7,10,10,9,10,10,7,10,good_to_bad,male,55to64,single,no_degree,full_time,routine_manual
803,10,10,8,0,9,10,10,8,10,10,10,very_good,male,16to24,single,no_degree,full_time,intermediate
793,9,9,9,0,10,9,10,9,9,9,8,good_to_bad,female,25to44,married,degree,full_time,managerial_professional
307,8,9,7,7,8,6,6,7,8,6,9,good_to_bad,male,55to64,married,degree,full_time,managerial_professional
858,9,6,8,3,9,6,10,8,5,10,9,very_good,male,25to44,single,degree,full_time,managerial_professional
823,8,10,8,3,8,7,5,8,9,5,10,very_good,female,45to54,widowed_divorced_sep,degree,full_time,managerial_professional
927,7,7,7,7,9,7,9,8,7,8,9,very_good,male,55to64,widowed_divorced_sep,degree,part_time,intermediate
323,10,8,10,0,10,8,9,10,8,3,10,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual
481,9,9,8,2,7,9,9,8,10,9,9,very_good,female,25to44,single,degree,full_time,managerial_professional
260,8,8,0,5,10,10,10,7,6,3,7,very_good,male,25to44,married,no_degree,full_time,routine_manual
837,6,5,8,1,10,5,10,5,8,3,9,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional
418,7,8,8,3,8,6,7,7,8,6,7,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
349,8,9,5,0,10,8,7,10,8,6,6,good_to_bad,male,16to24,married,degree,full_time,intermediate
73,8,8,7,2,9,6,9,6,5,6,9,good_to_bad,female,25to44,married,degree,part_time,routine_manual
168,8,8,10,0,10,10,10,7,9,10,6,very_good,female,25to44,single,no_degree,part_time,routine_manual
276,8,8,9,1,7,9,8,7,8,7,5,good_to_bad,male,45to54,married,no_degree,full_time,intermediate
441,6,8,7,7,5,9,7,4,8,9,8,very_good,female,25to44,widowed_divorced_sep,no_degree,part_time,intermediate
603,9,9,0,10,5,8,8,4,9,6,3,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,part_time,routine_manual
123,5,7,5,5,7,8,5,5,7,5,8,very_good,male,45to54,married,no_degree,full_time,managerial_professional
12,7,9,9,0,10,9,9,9,2,6,9,very_good,female,25to44,married,no_degree,part_time,routine_manual
493,7,7,8,10,9,9,7,4,7,8,9,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual
37,8,10,10,0,10,6,10,3,10,10,10,good_to_bad,female,25to44,single,no_degree,part_time,managerial_professional
707,7,7,6,8,9,7,10,7,5,8,6,good_to_bad,male,25to44,single,no_degree,full_time,intermediate
202,10,10,8,0,10,10,10,8,8,9,9,very_good,female,25to44,married,degree,part_time,managerial_professional
335,10,8,5,8,10,6,10,8,8,7,10,very_good,female,25to44,married,degree,full_time,managerial_professional
406,8,8,6,5,8,7,7,7,5,6,3,very_good,female,25to44,married,degree,part_time,routine_manual
881,9,10,10,0,9,10,10,8,10,10,9,very_good,male,45to54,married,no_degree,full_time,managerial_professional
83,8,9,10,1,10,8,10,4,2,1,4,very_good,male,25to44,married,degree,full_time,managerial_professional
808,6,7,6,3,8,7,8,7,4,5,7,good_to_bad,male,45to54,married,degree,full_time,managerial_professional
425,8,8,7,2,7,6,7,7,8,7,7,good_to_bad,male,55to64,single,degree,full_time,intermediate
52,9,9,9,2,10,10,8,10,4,4,9,very_good,female,25to44,single,degree,full_time,managerial_professional
172,7,8,4,7,9,8,8,7,6,9,9,good_to_bad,female,45to54,single,no_degree,full_time,managerial_professional
637,8,8,7,0,8,7,9,9,7,6,8,very_good,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional
165,8,8,8,0,10,7,8,10,8,10,7,good_to_bad,female,45to54,married,degree,part_time,managerial_professional
608,6,10,6,1,10,8,7,10,8,7,10,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,managerial_professional
269,8,8,8,0,9,9,10,9,9,6,8,very_good,female,25to44,married,degree,full_time,managerial_professional
917,8,9,9,2,8,8,8,8,6,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional
63,8,8,5,9,10,10,10,9,5,3,10,very_good,female,25to44,married,degree,part_time,managerial_professional
149,7,7,8,4,9,10,7,6,6,7,7,very_good,female,25to44,single,no_degree,part_time,routine_manual
486,10,10,8,0,8,10,5,7,8,10,10,good_to_bad,male,55to64,married,no_degree,full_time,intermediate
305,3,10,5,2,5,9,4,9,10,5,5,very_good,female,45to54,married,no_degree,part_time,intermediate
575,6,6,6,9,8,6,8,8,7,2,5,good_to_bad,female,16to24,single,no_degree,full_time,routine_manual
313,8,8,6,3,10,10,10,3,8,3,9,very_good,male,25to44,married,no_degree,full_time,managerial_professional
924,10,10,7,0,10,10,10,10,2,8,10,very_good,female,25to44,married,no_degree,part_time,routine_manual
851,10,8,10,0,10,8,9,9,9,4,10,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
601,9,8,6,0,10,8,9,3,9,7,10,very_good,male,25to44,married,no_degree,full_time,routine_manual
908,9,9,10,0,10,10,10,10,9,10,10,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,intermediate
760,10,10,10,0,10,9,10,10,8,10,10,good_to_bad,female,55to64,married,no_degree,full_time,routine_manual
296,8,7,8,2,9,6,7,4,6,3,8,good_to_bad,male,25to44,married,degree,full_time,intermediate
700,7,9,9,3,10,6,10,5,8,8,0,good_to_bad,male,55to64,married,degree,full_time,routine_manual
852,7,8,7,6,9,7,9,8,8,6,8,good_to_bad,female,25to44,married,degree,part_time,managerial_professional
470,8,10,10,0,10,8,10,10,8,5,10,very_good,male,45to54,married,no_degree,full_time,routine_manual
718,8,8,9,0,10,8,8,8,9,7,5,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual
744,9,8,7,5,9,8,6,8,7,9,8,good_to_bad,female,55to64,married,degree,part_time,intermediate
899,8,8,7,5,8,9,9,8,8,8,9,very_good,female,45to54,single,degree,full_time,managerial_professional
359,7,7,7,0,7,7,7,4,0,7,7,very_good,female,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual
482,10,8,10,0,10,10,10,7,7,0,10,very_good,male,25to44,married,no_degree,full_time,managerial_professional
62,9,9,10,2,9,9,8,7,9,9,7,very_good,male,25to44,married,degree,full_time,managerial_professional
827,10,10,10,8,10,8,10,8,3,10,9,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,intermediate
582,8,9,7,3,7,9,9,8,9,7,9,very_good,male,55to64,single,no_degree,full_time,intermediate
320,8,9,9,2,9,6,8,9,10,7,8,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
738,8,8,5,8,10,8,8,5,5,5,10,good_to_bad,female,45to54,married,no_degree,part_time,routine_manual
372,7,8,7,4,7,6,9,5,10,4,8,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional
774,4,4,4,8,4,7,4,4,4,5,6,good_to_bad,female,45to54,single,degree,full_time,managerial_professional
60,10,10,9,4,10,10,8,5,9,4,10,good_to_bad,male,25to44,widowed_divorced_sep,degree,full_time,intermediate
383,9,9,6,4,9,10,8,9,8,7,9,very_good,female,25to44,married,no_degree,part_time,routine_manual
380,7,7,7,3,9,6,7,6,6,6,8,good_to_bad,male,25to44,single,degree,full_time,managerial_professional
532,9,9,9,2,9,7,10,8,6,4,6,very_good,female,25to44,married,degree,full_time,managerial_professional
762,8,8,8,1,10,9,7,8,8,9,9,good_to_bad,female,25to44,married,no_degree,part_time,intermediate
415,8,10,9,1,10,9,10,6,7,7,10,very_good,female,25to44,widowed_divorced_sep,no_degree,part_time,managerial_professional
391,7,7,7,0,8,5,8,6,4,8,9,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
248,7,7,5,7,8,6,6,7,7,4,9,very_good,female,25to44,single,no_degree,full_time,managerial_professional
475,9,8,10,8,10,8,9,9,9,8,10,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
350,9,8,6,2,10,6,10,10,7,5,10,very_good,female,16to24,married,degree,full_time,managerial_professional
18,8,9,8,1,10,9,10,8,8,7,10,good_to_bad,female,16to24,single,degree,full_time,managerial_professional
728,5,8,8,8,5,5,7,6,5,4,10,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional
142,7,7,6,3,8,9,9,6,7,6,5,very_good,female,25to44,married,degree,part_time,intermediate
806,6,6,7,2,10,8,9,7,4,7,6,very_good,female,25to44,single,no_degree,full_time,routine_manual
849,8,8,8,1,9,8,9,8,7,8,7,good_to_bad,female,25to44,married,no_degree,part_time,intermediate
449,8,7,5,3,9,4,3,4,6,2,8,good_to_bad,male,55to64,married,degree,full_time,managerial_professional
38,9,8,10,0,9,9,9,9,8,7,9,very_good,female,25to44,married,no_degree,part_time,intermediate
695,9,9,9,0,10,8,9,7,8,9,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual
865,8,8,8,0,10,8,8,9,8,3,8,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
689,7,8,9,1,9,3,7,5,2,7,4,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional
277,10,10,10,0,10,10,10,10,10,10,10,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
2,7,8,8,0,10,8,8,4,8,5,8,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
17,8,7,7,6,10,10,10,8,8,10,8,very_good,male,25to44,single,degree,full_time,managerial_professional
478,4,5,5,2,10,8,9,2,2,8,8,very_good,male,25to44,married,no_degree,full_time,routine_manual
173,8,8,9,7,8,5,9,6,7,2,9,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual
13,3,5,9,0,5,10,10,5,10,8,10,very_good,male,55to64,married,no_degree,full_time,intermediate
257,9,9,9,7,9,8,9,9,8,4,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
940,6,7,2,8,9,8,9,3,10,10,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual
887,5,10,8,5,8,8,9,0,8,6,3,very_good,male,25to44,married,degree,full_time,intermediate
254,8,7,6,5,9,8,7,9,7,3,7,very_good,male,25to44,married,degree,full_time,intermediate
824,6,6,8,1,9,4,8,6,8,7,10,good_to_bad,female,25to44,single,no_degree,part_time,intermediate
795,6,7,5,5,7,6,6,5,7,6,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual
152,8,7,5,5,8,6,7,7,6,3,8,very_good,female,16to24,married,degree,full_time,managerial_professional
775,8,9,6,0,8,6,9,5,9,7,8,very_good,male,25to44,single,no_degree,full_time,intermediate
161,8,10,8,0,10,10,7,7,10,5,10,good_to_bad,female,25to44,married,no_degree,part_time,routine_manual
9,3,5,5,6,1,7,7,1,8,7,4,very_good,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional
329,8,7,9,0,8,9,9,8,5,8,9,very_good,female,16to24,married,no_degree,part_time,routine_manual
461,9,9,9,0,10,8,10,8,10,8,9,very_good,male,45to54,married,no_degree,full_time,managerial_professional
337,8,8,9,5,8,7,9,7,5,4,9,very_good,male,25to44,married,no_degree,full_time,managerial_professional
100,7,7,8,4,8,4,4,4,4,6,8,good_to_bad,male,45to54,married,no_degree,part_time,intermediate
365,10,10,10,0,10,9,10,10,8,9,8,very_good,male,45to54,married,no_degree,full_time,managerial_professional
67,9,8,10,0,7,9,9,7,7,8,10,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual
390,4,4,8,5,9,9,10,0,1,3,10,very_good,male,16to24,single,degree,part_time,routine_manual
79,8,8,5,5,8,6,8,9,5,5,7,good_to_bad,female,25to44,married,degree,full_time,managerial_professional
494,10,10,10,0,10,8,10,8,10,10,10,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual
263,8,8,8,2,10,7,10,8,6,6,7,very_good,female,25to44,single,degree,full_time,managerial_professional
739,8,7,8,5,9,9,9,7,7,8,9,very_good,female,25to44,married,no_degree,full_time,routine_manual
714,9,9,9,0,9,8,8,9,6,8,9,good_to_bad,female,45to54,married,degree,full_time,managerial_professional
916,9,10,10,2,10,8,9,5,10,10,4,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,full_time,intermediate
108,7,8,9,0,8,9,10,8,6,1,8,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual
160,7,8,8,6,7,5,4,6,3,2,7,good_to_bad,male,25to44,married,degree,full_time,managerial_professional
746,5,5,5,0,5,3,10,5,8,5,8,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual
474,9,10,1,9,10,10,9,10,10,10,10,very_good,female,25to44,married,degree,full_time,managerial_professional
333,7,9,9,1,9,9,10,4,9,6,8,very_good,male,25to44,married,no_degree,full_time,routine_manual
687,6,6,5,8,10,8,7,2,7,5,10,very_good,female,25to44,married,degree,full_time,managerial_professional
570,8,9,8,0,10,4,10,7,8,9,7,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual
871,6,7,3,8,10,5,5,2,1,6,8,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,intermediate
6,7,6,4,9,10,7,8,8,7,7,8,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional
863,8,8,10,2,10,10,7,8,10,8,7,very_good,female,25to44,married,no_degree,full_time,routine_manual
623,0,8,7,0,8,8,10,6,8,6,5,good_to_bad,male,25to44,married,no_degree,part_time,routine_manual
471,7,7,7,4,5,6,8,8,6,6,8,good_to_bad,male,55to64,married,no_degree,part_time,managerial_professional
727,7,9,9,0,5,7,9,8,9,8,9,good_to_bad,female,55to64,single,no_degree,full_time,intermediate
533,8,8,7,1,8,5,9,7,8,4,7,very_good,male,25to44,married,no_degree,full_time,routine_manual
679,10,10,9,0,10,9,10,8,10,9,6,good_to_bad,female,25to44,married,no_degree,full_time,intermediate
748,9,6,6,0,5,8,9,3,7,3,10,very_good,male,25to44,single,degree,full_time,managerial_professional
392,8,8,7,1,10,9,10,8,10,8,7,very_good,female,25to44,married,degree,full_time,managerial_professional
81,8,9,8,0,8,8,8,7,8,8,9,good_to_bad,male,45to54,married,no_degree,full_time,intermediate
761,7,7,7,0,7,7,7,4,4,6,10,good_to_bad,female,55to64,single,degree,full_time,routine_manual
431,8,7,7,5,10,7,8,8,8,7,9,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual
701,9,10,9,6,9,8,9,9,9,8,9,good_to_bad,male,25to44,single,degree,full_time,managerial_professional
272,8,10,10,0,7,8,8,7,7,8,10,very_good,male,45to54,married,no_degree,full_time,intermediate
705,8,8,5,1,10,5,7,1,6,6,7,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional
792,8,8,8,0,10,8,8,5,8,8,8,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional
242,8,8,5,5,9,6,9,5,7,8,9,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual
560,10,8,5,3,10,7,9,8,9,7,7,good_to_bad,female,25to44,married,no_degree,full_time,routine_manual
717,9,10,8,5,10,8,10,8,4,1,8,very_good,male,25to44,married,degree,full_time,managerial_professional
879,6,7,8,5,8,8,8,2,9,7,8,good_to_bad,female,25to44,married,degree,part_time,routine_manual
898,8,7,5,0,10,8,10,10,10,10,5,very_good,male,55to64,married,degree,full_time,managerial_professional
66,9,9,10,0,8,9,9,10,9,10,10,very_good,male,45to54,married,no_degree,full_time,managerial_professional
569,8,8,10,1,10,10,10,6,6,8,7,very_good,female,16to24,single,degree,full_time,managerial_professional
710,7,8,8,2,5,8,7,6,7,6,7,very_good,male,25to44,single,no_degree,full_time,intermediate
620,8,8,8,2,8,7,10,8,6,7,8,good_to_bad,male,55to64,single,no_degree,full_time,routine_manual
656,8,8,6,7,8,8,8,8,8,8,5,good_to_bad,female,25to44,married,no_degree,full_time,routine_manual
673,9,9,10,3,10,10,10,10,8,9,9,very_good,male,55to64,widowed_divorced_sep,no_degree,part_time,intermediate
732,8,7,5,3,9,7,10,7,7,6,9,good_to_bad,male,25to44,married,no_degree,full_time,intermediate
457,9,9,9,0,9,7,9,4,9,9,9,very_good,male,25to44,married,no_degree,full_time,managerial_professional
90,7,6,5,3,9,5,9,7,6,8,8,very_good,male,16to24,single,degree,full_time,managerial_professional
460,7,7,8,0,10,8,8,5,5,7,7,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual
759,8,7,6,0,8,6,8,8,5,9,9,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional
74,5,5,5,3,10,5,10,4,4,3,7,good_to_bad,male,16to24,single,no_degree,part_time,routine_manual
933,8,10,4,4,10,10,10,10,7,10,10,very_good,female,55to64,married,degree,part_time,managerial_professional
97,10,10,10,0,10,9,10,5,8,10,9,very_good,female,25to44,married,no_degree,part_time,intermediate
175,9,9,9,0,9,8,10,9,8,6,4,very_good,female,25to44,married,degree,full_time,managerial_professional
330,9,9,9,8,8,8,9,9,9,10,8,very_good,male,55to64,married,no_degree,full_time,routine_manual
610,8,7,8,3,8,5,7,7,6,4,7,good_to_bad,female,25to44,married,no_degree,full_time,managerial_professional
85,7,8,8,8,9,8,9,8,8,8,9,very_good,male,55to64,married,degree,full_time,managerial_professional
468,10,9,10,0,9,10,10,8,5,6,9,very_good,female,25to44,married,degree,part_time,managerial_professional
502,6,7,8,0,7,9,5,5,6,6,9,very_good,male,45to54,single,degree,full_time,intermediate
453,8,10,10,0,10,7,10,7,5,7,7,very_good,female,25to44,single,no_degree,part_time,intermediate
455,9,6,8,0,10,7,8,7,6,6,9,very_good,female,25to44,married,degree,full_time,managerial_professional
450,7,8,8,5,10,6,7,8,6,8,6,good_to_bad,female,25to44,single,no_degree,full_time,intermediate
892,8,8,8,3,10,7,8,7,7,7,10,good_to_bad,female,25to44,single,degree,full_time,managerial_professional
574,8,7,8,2,8,8,8,8,8,8,7,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual
27,9,9,9,1,10,9,7,8,6,7,8,very_good,female,25to44,married,degree,part_time,managerial_professional
627,8,7,7,7,6,5,6,8,5,4,6,good_to_bad,female,25to44,married,no_degree,part_time,routine_manual
49,8,8,7,0,9,8,9,7,7,6,7,very_good,female,25to44,married,degree,full_time,managerial_professional
