ppt,life_sat,worthwhile,happy,anxious,relationship,physical_health,mental_wellbeing,financial,work,balance,local,health,gender,age_group,marital,education,employment,occupation,children
129,10,9,10,0,10,10,10,10,8,8,6,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,no
850,10,10,10,0,10,10,10,10,10,8,8,very_good,male,25to44,single,no_degree,full_time,routine_manual,no
489,8,8,8,4,10,5,8,8,8,6,8,good_to_bad,female,25to44,married,no_degree,full_time,intermediate,no
391,7,7,7,0,8,5,8,6,4,8,9,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
899,8,8,7,5,8,9,9,8,8,8,9,very_good,female,45to54,single,degree,full_time,managerial_professional,no
551,7,6,6,9,9,8,3,4,2,3,7,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,yes
113,7,7,7,8,5,8,8,6,7,8,9,good_to_bad,male,55to64,single,no_degree,full_time,routine_manual,no
510,8,8,10,0,10,9,10,10,8,9,8,good_to_bad,female,25to44,married,no_degree,part_time,managerial_professional,yes
608,6,10,6,1,10,8,7,10,8,7,10,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
742,6,9,9,0,6,7,10,7,8,4,8,very_good,male,45to54,married,degree,full_time,managerial_professional,no
833,10,10,10,0,10,10,10,10,10,10,7,very_good,male,55to64,married,no_degree,full_time,managerial_professional,no
450,7,8,8,5,10,6,7,8,6,8,6,good_to_bad,female,25to44,single,no_degree,full_time,intermediate,no
417,8,8,9,0,9,7,9,7,5,6,4,very_good,male,25to44,single,no_degree,full_time,routine_manual,yes
270,8,8,8,0,8,8,8,6,8,6,8,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual,no
150,7,7,7,2,8,5,7,7,6,6,6,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional,no
383,9,9,6,4,9,10,8,9,8,7,9,very_good,female,25to44,married,no_degree,part_time,routine_manual,yes
942,10,10,10,0,7,6,10,10,10,10,10,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual,no
870,8,7,6,2,8,8,8,0,4,6,6,very_good,male,25to44,widowed_divorced_sep,no_degree,part_time,intermediate,no
808,6,7,6,3,8,7,8,7,4,5,7,good_to_bad,male,45to54,married,degree,full_time,managerial_professional,yes
6,7,6,4,9,10,7,8,8,7,7,8,good_to_bad,male,55to64,married,no_degree,full_time,managerial_professional,no
513,7,8,8,4,9,5,6,5,7,7,9,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,no
72,9,9,8,0,8,10,9,9,8,8,8,very_good,female,25to44,married,degree,part_time,intermediate,yes
289,8,8,9,2,10,5,9,5,8,10,8,good_to_bad,female,45to54,married,no_degree,part_time,managerial_professional,no
769,8,7,9,0,9,9,9,9,8,5,9,very_good,female,45to54,married,no_degree,full_time,managerial_professional,no
39,9,10,7,2,10,9,9,8,8,9,9,good_to_bad,female,45to54,married,no_degree,part_time,intermediate,yes
251,8,7,8,3,9,7,8,7,7,6,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
54,7,3,7,7,10,6,9,7,5,6,8,good_to_bad,female,16to24,married,no_degree,full_time,intermediate,no
32,8,7,6,6,5,5,7,6,6,3,7,very_good,male,25to44,single,degree,full_time,managerial_professional,no
661,7,8,6,7,9,7,8,6,6,3,9,very_good,male,45to54,married,no_degree,full_time,managerial_professional,yes
473,6,9,6,5,4,6,7,3,6,4,10,good_to_bad,female,25to44,single,degree,part_time,managerial_professional,no
856,10,9,9,0,10,10,8,7,10,5,7,very_good,female,55to64,married,no_degree,full_time,routine_manual,no
699,8,7,8,2,0,7,10,7,4,5,7,good_to_bad,female,25to44,single,degree,full_time,managerial_professional,no
45,10,8,8,0,10,10,10,8,8,10,8,very_good,female,25to44,married,no_degree,full_time,managerial_professional,yes
426,6,5,7,6,10,6,4,4,7,6,10,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual,yes
952,8,7,7,2,10,7,9,8,8,8,9,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual,no
184,9,9,9,9,10,8,10,7,10,9,8,very_good,female,25to44,married,degree,full_time,intermediate,no
252,10,10,8,0,10,7,8,6,6,5,10,good_to_bad,male,55to64,married,no_degree,part_time,intermediate,no
665,8,7,7,4,8,8,8,7,6,5,9,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
932,9,9,7,0,9,8,10,9,9,6,8,very_good,female,16to24,single,degree,full_time,managerial_professional,no
112,9,8,7,5,10,6,8,8,9,7,7,very_good,female,25to44,married,no_degree,full_time,managerial_professional,yes
357,9,8,8,0,8,8,10,9,7,5,8,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,no
707,7,7,6,8,9,7,10,7,5,8,6,good_to_bad,male,25to44,single,no_degree,full_time,intermediate,no
156,7,7,6,6,6,7,5,4,7,7,5,very_good,female,16to24,single,degree,part_time,managerial_professional,no
596,7,9,6,4,9,9,9,6,3,4,9,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
367,8,9,3,4,9,9,9,9,10,8,7,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
704,8,9,5,4,8,7,8,9,6,6,6,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
245,8,10,8,3,10,8,10,6,7,10,5,very_good,male,25to44,married,no_degree,full_time,intermediate,no
853,7,6,4,4,8,5,7,8,8,5,8,good_to_bad,female,45to54,widowed_divorced_sep,degree,full_time,intermediate,no
902,9,8,10,2,9,9,10,8,7,7,9,very_good,female,25to44,single,degree,full_time,managerial_professional,no
960,8,5,8,0,5,8,8,10,7,10,10,very_good,female,45to54,widowed_divorced_sep,degree,part_time,managerial_professional,no
183,8,8,8,7,10,8,7,8,7,3,5,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
4,9,9,8,1,9,6,9,9,8,8,10,good_to_bad,female,25to44,married,degree,part_time,intermediate,yes
915,6,8,5,9,10,4,5,8,9,9,8,good_to_bad,male,55to64,married,no_degree,full_time,intermediate,no
521,7,9,8,6,10,6,9,5,9,9,10,very_good,female,16to24,single,no_degree,part_time,routine_manual,yes
512,6,10,9,0,10,7,10,5,7,6,8,very_good,male,25to44,single,degree,full_time,managerial_professional,no
338,6,7,5,0,5,4,8,3,6,8,5,good_to_bad,male,25to44,married,no_degree,full_time,managerial_professional,no
236,7,4,9,3,10,10,10,2,5,6,8,very_good,male,25to44,single,degree,full_time,managerial_professional,no
91,8,8,5,7,10,8,9,9,7,9,8,very_good,male,25to44,married,degree,full_time,managerial_professional,no
876,10,10,10,0,10,8,9,8,9,8,10,good_to_bad,female,55to64,married,degree,full_time,managerial_professional,no
132,8,10,7,7,10,9,10,10,8,8,10,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,part_time,routine_manual,no
88,7,7,5,7,7,7,5,1,4,5,7,good_to_bad,male,25to44,single,no_degree,full_time,managerial_professional,no
495,8,8,8,3,8,8,9,9,9,6,10,very_good,male,45to54,married,no_degree,full_time,managerial_professional,yes
645,8,8,8,0,8,8,8,8,8,8,9,good_to_bad,male,55to64,married,no_degree,full_time,intermediate,no
147,8,9,9,0,9,9,9,10,10,9,10,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
1,8,9,9,2,10,8,10,7,5,10,9,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,no
616,9,8,9,2,10,9,8,9,7,8,7,very_good,female,25to44,married,degree,full_time,managerial_professional,no
163,8,8,7,3,9,6,8,7,9,8,8,very_good,female,45to54,married,degree,part_time,intermediate,yes
308,8,8,9,2,10,8,6,7,8,6,7,good_to_bad,female,25to44,married,degree,full_time,managerial_professional,yes
524,8,8,8,3,10,7,5,6,7,3,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
820,7,8,5,4,5,3,3,6,8,7,10,good_to_bad,female,25to44,married,degree,part_time,managerial_professional,yes
680,7,9,4,4,10,6,7,9,9,10,9,good_to_bad,male,45to54,single,no_degree,full_time,managerial_professional,no
778,10,10,9,1,10,10,10,7,10,8,8,good_to_bad,female,45to54,married,no_degree,part_time,routine_manual,no
480,8,5,10,0,10,8,9,2,4,3,5,good_to_bad,male,16to24,single,no_degree,part_time,routine_manual,no
35,7,5,6,9,7,7,7,4,5,5,8,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,part_time,intermediate,no
638,9,9,8,4,4,9,9,5,5,5,9,very_good,male,45to54,single,no_degree,full_time,managerial_professional,no
30,6,7,8,7,10,9,9,6,3,6,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
467,9,10,6,5,10,8,8,8,8,9,9,good_to_bad,female,45to54,married,no_degree,full_time,intermediate,no
703,7,8,9,10,10,8,9,7,7,10,10,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
776,10,8,9,2,10,8,9,8,7,6,8,very_good,female,16to24,single,no_degree,full_time,routine_manual,no
304,10,8,10,0,8,5,7,10,10,10,8,good_to_bad,female,45to54,single,no_degree,part_time,managerial_professional,no
492,8,5,8,5,10,7,8,3,1,9,8,good_to_bad,male,16to24,married,no_degree,part_time,routine_manual,no
376,8,8,9,0,8,8,9,8,8,7,8,very_good,female,45to54,single,degree,full_time,managerial_professional,no
242,8,8,5,5,9,6,9,5,7,8,9,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual,yes
102,8,9,10,2,10,5,8,5,10,5,8,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
314,9,10,10,0,5,8,10,6,5,5,10,very_good,male,25to44,married,degree,part_time,routine_manual,yes
73,8,8,7,2,9,6,9,6,5,6,9,good_to_bad,female,25to44,married,degree,part_time,routine_manual,yes
810,5,3,5,10,3,4,5,5,5,7,8,good_to_bad,male,25to44,single,degree,full_time,managerial_professional,no
758,8,10,9,0,9,9,10,6,7,5,10,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
755,7,10,9,0,5,3,10,0,7,10,10,good_to_bad,male,55to64,married,no_degree,full_time,routine_manual,no
479,6,9,7,4,7,5,4,8,0,6,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,yes
640,8,8,8,1,10,8,8,8,9,3,9,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
884,7,7,4,4,10,8,8,2,5,8,10,very_good,female,25to44,widowed_divorced_sep,no_degree,part_time,managerial_professional,yes
937,5,5,2,5,8,5,5,4,6,5,10,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,intermediate,no
852,7,8,7,6,9,7,9,8,8,6,8,good_to_bad,female,25to44,married,degree,part_time,managerial_professional,yes
58,6,7,7,4,5,5,7,5,5,2,2,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,intermediate,yes
103,5,5,5,5,8,6,9,5,3,3,10,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
62,9,9,10,2,9,9,8,7,9,9,7,very_good,male,25to44,married,degree,full_time,managerial_professional,no
13,3,5,9,0,5,10,10,5,10,8,10,very_good,male,55to64,married,no_degree,full_time,intermediate,no
455,9,6,8,0,10,7,8,7,6,6,9,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
623,0,8,7,0,8,8,10,6,8,6,5,good_to_bad,male,25to44,married,no_degree,part_time,routine_manual,yes
446,8,8,7,3,10,8,8,7,5,7,6,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
831,5,5,6,4,7,8,8,5,5,9,9,good_to_bad,female,25to44,single,degree,full_time,intermediate,no
632,9,7,3,6,10,7,8,7,5,7,7,very_good,female,25to44,single,no_degree,full_time,intermediate,no
818,7,7,9,5,10,8,9,6,8,5,9,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
215,8,8,8,3,9,7,7,5,4,8,8,good_to_bad,female,25to44,married,degree,full_time,managerial_professional,yes
730,9,7,3,0,9,8,10,8,6,9,10,very_good,male,55to64,married,no_degree,full_time,routine_manual,no
788,6,8,9,0,10,10,10,7,6,8,10,very_good,female,25to44,married,no_degree,part_time,managerial_professional,yes
232,8,8,7,5,10,8,8,7,5,2,10,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
867,8,6,8,0,9,7,7,8,8,6,4,very_good,male,25to44,married,degree,full_time,routine_manual,no
563,5,7,7,0,7,7,10,5,5,8,7,good_to_bad,female,55to64,single,no_degree,full_time,intermediate,no
741,8,8,10,5,10,7,10,7,10,8,10,very_good,female,25to44,widowed_divorced_sep,no_degree,full_time,routine_manual,no
210,8,8,9,2,9,6,4,4,6,7,10,good_to_bad,female,45to54,widowed_divorced_sep,degree,part_time,managerial_professional,no
48,8,8,10,8,10,8,10,7,10,10,10,good_to_bad,female,55to64,married,no_degree,part_time,routine_manual,no
948,7,7,8,0,9,5,10,7,7,6,10,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual,no
397,8,8,5,9,9,7,7,8,7,4,9,good_to_bad,female,55to64,married,degree,full_time,managerial_professional,no
362,8,8,7,5,10,3,4,6,7,7,8,good_to_bad,female,25to44,married,no_degree,full_time,intermediate,no
152,8,7,5,5,8,6,7,7,6,3,8,very_good,female,16to24,married,degree,full_time,managerial_professional,no
96,5,6,7,4,6,9,9,5,5,5,7,very_good,female,25to44,single,no_degree,full_time,routine_manual,no
331,6,8,5,5,9,8,9,9,8,4,2,very_good,male,25to44,married,no_degree,full_time,routine_manual,no
421,8,8,7,6,8,5,7,5,3,8,8,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
95,8,9,5,3,10,6,6,5,8,8,8,very_good,female,16to24,single,no_degree,part_time,routine_manual,yes
26,5,7,8,2,10,4,5,2,2,5,10,good_to_bad,female,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
341,9,9,8,7,10,7,8,9,9,8,9,good_to_bad,male,45to54,married,degree,full_time,managerial_professional,yes
650,4,10,7,8,3,5,5,5,10,2,10,very_good,female,45to54,single,no_degree,full_time,intermediate,no
158,8,5,9,1,6,8,8,5,6,5,6,very_good,male,25to44,married,no_degree,full_time,intermediate,no
558,7,8,8,8,10,6,7,1,1,10,8,very_good,male,16to24,single,degree,part_time,routine_manual,no
784,8,8,8,2,9,8,8,8,8,8,8,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
806,6,6,7,2,10,8,9,7,4,7,6,very_good,female,25to44,single,no_degree,full_time,routine_manual,yes
653,0,2,0,8,10,7,2,0,0,0,0,good_to_bad,male,16to24,single,no_degree,full_time,intermediate,no
482,10,8,10,0,10,10,10,7,7,0,10,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
460,7,7,8,0,10,8,8,5,5,7,7,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
926,8,9,8,4,5,4,4,6,7,4,8,good_to_bad,female,25to44,married,degree,full_time,managerial_professional,yes
443,7,8,9,2,9,6,8,7,8,6,6,good_to_bad,male,25to44,widowed_divorced_sep,degree,full_time,managerial_professional,no
733,8,9,8,0,7,7,9,8,8,3,7,good_to_bad,male,25to44,single,degree,full_time,managerial_professional,no
891,4,5,7,3,4,8,9,0,3,5,9,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,routine_manual,no
570,8,9,8,0,10,4,10,7,8,9,7,good_to_bad,male,25to44,single,no_degree,full_time,routine_manual,no
286,10,8,8,0,10,8,8,8,5,7,6,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
363,8,7,8,4,10,7,9,8,8,7,7,good_to_bad,female,25to44,married,degree,full_time,routine_manual,no
370,5,5,8,0,9,6,9,2,5,8,5,good_to_bad,male,16to24,single,no_degree,full_time,routine_manual,no
441,6,8,7,7,5,9,7,4,8,9,8,very_good,female,25to44,widowed_divorced_sep,no_degree,part_time,intermediate,yes
387,6,7,7,2,9,4,8,2,5,9,6,good_to_bad,male,55to64,single,degree,full_time,managerial_professional,no
195,7,6,8,0,10,6,9,6,7,3,7,good_to_bad,male,16to24,single,degree,part_time,routine_manual,no
598,9,8,9,0,9,9,9,9,8,8,9,very_good,female,45to54,married,no_degree,part_time,intermediate,no
67,9,8,10,0,7,9,9,7,7,8,10,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual,no
483,8,9,6,0,4,8,10,6,6,8,9,good_to_bad,female,55to64,married,no_degree,full_time,managerial_professional,no
812,8,8,10,1,9,8,9,10,8,7,8,good_to_bad,male,25to44,single,degree,full_time,intermediate,no
422,8,6,8,3,8,8,9,3,4,3,6,very_good,male,25to44,single,degree,full_time,managerial_professional,no
278,7,9,6,0,9,8,8,6,6,10,10,very_good,male,25to44,single,no_degree,full_time,intermediate,no
846,7,8,4,9,10,3,8,8,7,6,9,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,part_time,intermediate,no
669,9,10,10,0,10,10,10,8,8,10,10,very_good,male,25to44,married,degree,full_time,intermediate,yes
269,8,8,8,0,9,9,10,9,9,6,8,very_good,female,25to44,married,degree,full_time,managerial_professional,no
525,7,8,8,0,10,8,10,3,8,5,9,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
388,10,10,9,0,10,9,10,7,7,9,7,very_good,female,25to44,married,degree,full_time,managerial_professional,no
575,6,6,6,9,8,6,8,8,7,2,5,good_to_bad,female,16to24,single,no_degree,full_time,routine_manual,no
839,9,9,10,0,6,8,9,7,8,8,8,very_good,female,45to54,married,degree,part_time,managerial_professional,yes
114,7,8,8,8,9,8,7,5,8,8,9,very_good,female,25to44,single,degree,full_time,managerial_professional,no
444,6,7,8,0,10,8,8,6,9,9,8,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,routine_manual,yes
98,7,8,6,6,9,9,8,3,8,8,9,very_good,female,25to44,married,degree,full_time,managerial_professional,yes
841,7,8,5,7,10,7,7,8,7,2,8,very_good,male,45to54,married,no_degree,full_time,managerial_professional,no
866,8,8,9,0,8,7,5,9,8,7,9,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,no
565,8,8,7,7,5,8,10,7,7,9,8,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,part_time,intermediate,no
621,5,8,6,0,10,6,7,7,4,0,9,good_to_bad,male,45to54,widowed_divorced_sep,degree,full_time,managerial_professional,no
815,8,9,9,1,7,10,10,8,9,8,10,very_good,female,25to44,widowed_divorced_sep,no_degree,full_time,intermediate,no
663,8,7,9,0,10,8,9,9,9,10,8,very_good,male,25to44,single,degree,full_time,managerial_professional,no
366,8,8,7,1,7,9,10,8,9,10,9,very_good,female,45to54,married,degree,part_time,managerial_professional,no
42,8,8,5,9,10,7,5,5,4,7,8,good_to_bad,female,25to44,single,degree,full_time,managerial_professional,no
253,8,8,6,0,8,6,10,8,5,7,8,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,yes
908,9,9,10,0,10,10,10,10,9,10,10,very_good,female,45to54,widowed_divorced_sep,no_degree,part_time,intermediate,yes
211,8,9,4,0,10,7,10,6,7,10,7,very_good,male,45to54,married,no_degree,full_time,intermediate,no
43,8,8,8,2,10,7,9,10,7,8,9,good_to_bad,female,55to64,married,no_degree,full_time,intermediate,no
82,9,9,10,0,10,10,10,8,8,8,10,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,managerial_professional,no
765,10,10,10,0,10,8,10,9,5,8,7,good_to_bad,female,25to44,married,no_degree,part_time,intermediate,yes
287,10,10,9,3,8,5,8,3,3,9,9,good_to_bad,male,16to24,single,no_degree,part_time,routine_manual,no
145,10,10,10,0,10,10,10,8,8,10,5,very_good,female,55to64,married,no_degree,full_time,intermediate,no
585,9,9,6,3,9,10,10,8,8,10,10,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
885,8,7,8,0,10,7,9,8,8,7,10,very_good,female,25to44,married,degree,full_time,managerial_professional,no
40,9,10,9,0,10,6,9,8,10,7,7,good_to_bad,male,25to44,married,no_degree,full_time,intermediate,yes
675,8,6,9,2,10,4,8,8,10,10,10,good_to_bad,male,25to44,single,degree,full_time,managerial_professional,no
686,6,5,7,4,5,6,6,6,6,4,7,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
410,7,9,10,0,8,7,9,6,9,10,8,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,full_time,managerial_professional,yes
192,5,5,5,5,8,5,5,0,4,5,7,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,intermediate,yes
786,7,5,7,3,8,7,8,8,7,7,8,good_to_bad,male,45to54,married,degree,full_time,managerial_professional,yes
824,6,6,8,1,9,4,8,6,8,7,10,good_to_bad,female,25to44,single,no_degree,part_time,intermediate,yes
749,10,7,10,1,9,10,9,7,6,5,9,very_good,male,25to44,single,no_degree,full_time,routine_manual,no
104,7,9,10,0,8,6,8,4,8,3,7,good_to_bad,female,45to54,married,degree,full_time,managerial_professional,no
903,7,6,6,3,7,6,7,6,7,6,8,good_to_bad,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
889,7,8,7,5,9,8,8,7,7,7,7,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
328,10,8,9,0,10,7,10,6,8,10,9,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
296,8,7,8,2,9,6,7,4,6,3,8,good_to_bad,male,25to44,married,degree,full_time,intermediate,no
268,10,8,10,0,10,7,9,8,9,9,9,good_to_bad,female,45to54,married,no_degree,part_time,managerial_professional,no
403,8,8,9,3,10,9,9,6,6,9,8,very_good,female,25to44,married,degree,full_time,intermediate,no
573,8,8,8,2,9,8,7,7,9,9,9,good_to_bad,male,25to44,married,degree,full_time,intermediate,yes
752,6,9,9,0,10,9,6,1,9,9,9,very_good,female,55to64,single,degree,part_time,routine_manual,no
859,8,6,8,1,9,6,7,7,8,7,8,good_to_bad,male,45to54,married,no_degree,full_time,managerial_professional,yes
917,8,9,9,2,8,8,8,8,6,6,8,very_good,male,45to54,married,degree,full_time,managerial_professional,yes
865,8,8,8,0,10,8,8,9,8,3,8,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
301,9,9,8,5,8,7,6,8,7,7,9,very_good,female,25to44,married,degree,part_time,managerial_professional,no
29,9,8,9,1,8,7,9,8,7,6,6,very_good,male,25to44,married,no_degree,full_time,managerial_professional,no
430,8,8,10,0,9,8,8,7,6,4,8,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
378,8,6,10,0,9,9,9,7,8,7,9,good_to_bad,male,16to24,single,degree,full_time,routine_manual,no
337,8,8,9,5,8,7,9,7,5,4,9,very_good,male,25to44,married,no_degree,full_time,managerial_professional,yes
712,7,8,7,2,9,7,7,8,8,5,9,good_to_bad,male,25to44,married,degree,full_time,managerial_professional,yes
511,10,10,10,0,10,9,9,10,10,10,0,very_good,female,25to44,married,no_degree,full_time,routine_manual,no
275,6,8,8,3,5,7,7,4,5,4,4,very_good,male,55to64,widowed_divorced_sep,degree,full_time,intermediate,no
799,7,8,6,1,8,5,8,7,8,6,4,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional,yes
668,9,9,8,2,9,8,9,8,8,7,7,very_good,male,25to44,married,degree,full_time,managerial_professional,no
77,8,8,8,0,9,6,8,5,8,9,2,good_to_bad,female,25to44,married,no_degree,full_time,routine_manual,no
546,2,5,8,3,4,7,7,3,3,5,9,good_to_bad,male,25to44,widowed_divorced_sep,no_degree,part_time,routine_manual,no
802,9,9,7,5,10,8,9,6,8,9,7,very_good,female,25to44,married,no_degree,part_time,intermediate,yes
216,9,9,8,1,9,7,9,5,8,7,7,very_good,male,25to44,married,degree,full_time,managerial_professional,no
644,8,8,8,1,9,9,9,9,9,9,9,very_good,female,25to44,married,no_degree,part_time,managerial_professional,yes
364,5,9,9,1,7,3,6,5,7,5,10,good_to_bad,female,45to54,single,no_degree,full_time,intermediate,no
487,7,8,7,3,8,5,7,7,7,4,7,very_good,female,25to44,married,degree,full_time,managerial_professional,no
671,5,5,3,1,8,8,5,3,1,1,8,very_good,female,25to44,single,no_degree,full_time,intermediate,no
701,9,10,9,6,9,8,9,9,9,8,9,good_to_bad,male,25to44,single,degree,full_time,managerial_professional,no
888,5,8,10,7,3,3,8,3,8,5,3,good_to_bad,male,55to64,married,no_degree,part_time,managerial_professional,no
324,5,5,7,7,9,5,5,8,4,5,8,good_to_bad,male,55to64,married,degree,part_time,intermediate,no
746,5,5,5,0,5,3,10,5,8,5,8,good_to_bad,female,25to44,single,no_degree,full_time,routine_manual,no
947,8,7,4,8,8,10,8,8,6,4,7,very_good,female,25to44,single,no_degree,full_time,routine_manual,no
844,7,5,7,1,10,7,6,2,5,8,8,good_to_bad,female,25to44,single,no_degree,part_time,routine_manual,yes
618,10,10,10,0,9,8,8,8,8,10,10,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,part_time,intermediate,no
789,10,8,10,0,10,9,10,6,7,8,5,very_good,female,25to44,married,degree,part_time,managerial_professional,yes
485,7,8,10,0,10,7,10,7,7,8,10,good_to_bad,female,25to44,single,degree,full_time,intermediate,no
636,8,9,9,3,10,9,9,9,9,8,9,good_to_bad,female,16to24,single,no_degree,part_time,routine_manual,yes
660,5,7,7,2,6,5,6,5,6,7,6,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,full_time,routine_manual,no
203,5,8,5,4,10,9,5,3,5,5,10,very_good,female,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual,no
177,9,9,8,0,6,8,9,9,10,9,8,very_good,male,55to64,single,no_degree,part_time,routine_manual,no
227,8,8,9,0,10,10,9,8,10,9,10,very_good,male,25to44,married,no_degree,full_time,routine_manual,yes
122,6,6,8,0,7,5,5,8,8,9,10,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,part_time,intermediate,yes
266,8,7,8,0,5,8,8,5,8,8,9,good_to_bad,male,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual,no
700,7,9,9,3,10,6,10,5,8,8,0,good_to_bad,male,55to64,married,degree,full_time,routine_manual,no
798,4,7,7,1,6,4,3,2,3,2,6,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,yes
537,5,5,3,0,10,6,7,7,5,4,8,good_to_bad,female,25to44,widowed_divorced_sep,no_degree,full_time,intermediate,no
258,7,6,4,2,9,6,9,10,7,2,8,very_good,male,25to44,married,degree,full_time,managerial_professional,yes
656,8,8,6,7,8,8,8,8,8,8,5,good_to_bad,female,25to44,married,no_degree,full_time,routine_manual,no
821,9,8,9,5,10,7,8,7,8,9,10,good_to_bad,female,45to54,widowed_divorced_sep,no_degree,full_time,routine_manual,no
110,7,8,5,0,9,8,10,7,10,9,9,good_to_bad,male,45to54,married,no_degree,full_time,routine_manual,no
946,5,5,4,4,7,3,5,8,8,8,6,good_to_bad,female,45to54,single,no_degree,full_time,managerial_professional,no
901,8,8,7,0,10,9,9,6,8,6,3,very_good,female,25to44,widowed_divorced_sep,no_degree,full_time,routine_manual,yes
311,8,7,10,3,10,8,10,4,7,6,8,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
164,7,7,6,5,7,6,8,7,7,5,7,good_to_bad,male,55to64,married,degree,full_time,managerial_professional,no
691,10,10,10,10,10,8,10,10,10,10,7,very_good,female,45to54,married,no_degree,full_time,routine_manual,no
373,9,8,7,5,10,8,9,9,7,7,8,good_to_bad,female,45to54,married,degree,full_time,managerial_professional,yes
958,6,7,4,7,10,7,8,4,7,7,7,good_to_bad,male,25to44,married,no_degree,full_time,routine_manual,yes
352,7,7,8,6,9,7,7,7,6,5,10,good_to_bad,male,55to64,married,no_degree,full_time,intermediate,no
176,10,8,10,1,10,10,9,9,10,9,10,very_good,male,55to64,widowed_divorced_sep,no_degree,full_time,routine_manual,no
582,8,9,7,3,7,9,9,8,9,7,9,very_good,male,55to64,single,no_degree,full_time,intermediate,no
655,8,8,8,0,8,5,8,6,8,6,9,good_to_bad,female,45to54,married,no_degree,full_time,managerial_professional,yes
12,7,9,9,0,10,9,9,9,2,6,9,very_good,female,25to44,married,no_degree,part_time,routine_manual,yes
